"Order id","Invoice No","Txn ID","Txn Date",Amount,"Request ID","Request Date",UTR,"Service Fee","Total tax","Net Amount","Bank Name","Issuing Bank",CGST,IGST,SGST
39914,,3bdbb5db88d366b097b0,"2018-02-05 11:35:58",23600.00,4455961203,"2018-02-07 22:20:21",802075614176,299.72000,53.95000,23246.33000,PNBB,,0.00000,53.95000,0.00000
39917,,f37f0218ed51e914ea3c,"2018-02-05 11:50:50",17700.00,4455989053,"2018-02-07 22:20:21",802075614176,224.79000,40.46000,17434.75000,SBIB,,0.00000,40.46000,0.00000
39924,17-18-02-397,9c51bc06e1df5ef6421d,"2018-02-05 12:08:00",41300.00,4456022315,"2018-02-07 22:20:21",802075614176,524.51000,94.41000,40681.08000,SBIB,,0.00000,94.41000,0.00000
39928,,23a771fdb1ef0efe23f1,"2018-02-05 14:02:28",17700.00,4456257201,"2018-02-07 22:20:21",802075614176,224.79000,40.46000,17434.75000,HDFB,,0.00000,40.46000,0.00000
39929,17-18-02-399,acad6ff87760ef1a258d,"2018-02-05 14:07:34",35400.00,4456266651,"2018-02-07 22:20:21",802075614176,449.58000,80.92000,34869.50000,AXIB,,0.00000,80.92000,0.00000
39933,,d94035f7219a266a59c4,"2018-02-05 14:48:25",41300.00,4456338991,"2018-02-07 22:20:21",802075614176,524.51000,94.41000,40681.08000,162B,,0.00000,94.41000,0.00000
39948,,c8d0764127a04464c91d,"2018-02-05 20:48:48",29500.00,4457029427,"2018-02-07 22:20:21",802075614176,374.65000,67.44000,29057.91000,ICIB,,0.00000,67.44000,0.00000
39956,17-18-02-405,7623bf793004b7c53a17,"2018-02-06 09:31:01",35400.00,4457524619,"2018-02-07 22:20:21",802075614176,371.70000,66.91000,34961.39000,RUPAY,SBI,0.00000,66.91000,0.00000
39957,17-18-02-406,f983dcedf45bd6011ae0,"2018-02-06 09:49:00",35400.00,4457550193,"2018-02-07 22:20:21",802075614176,371.70000,66.91000,34961.39000,VISA,SBI,0.00000,66.91000,0.00000
39958,17-18-02-407,a2419e09ec2ebcd22e55,"2018-02-06 09:53:54",35400.00,4457558595,"2018-02-07 22:20:21",802075614176,371.70000,66.91000,34961.39000,VISA,ICICI,0.00000,66.91000,0.00000
39961,17-18-02-408,eae0cffeafb3d46b3471,"2018-02-06 10:38:10",35000.00,4457638731,"2018-02-07 22:20:21",802075614176,444.50000,80.01000,34475.49000,CC,HDFC,0.00000,80.01000,0.00000
39962,17-18-02-409,6f56107501e03c5dc82e,"2018-02-06 10:59:07",35400.00,4457676707,"2018-02-07 22:20:21",802075614176,449.58000,80.92000,34869.50000,CC,CITI,0.00000,80.92000,0.00000
39964,17-18-02-410,6da387c7d50943d1a442,"2018-02-06 11:33:07",35400.00,4457739925,"2018-02-07 22:20:21",802075614176,449.58000,80.92000,34869.50000,CC,HDFC,0.00000,80.92000,0.00000
39973,17-18-02-412,076f57323022cb90be8a,"2018-02-06 12:03:40",26550.00,4457795491,"2018-02-07 22:20:21",802075614176,337.19000,60.69000,26152.12000,CC,HDFC,0.00000,60.69000,0.00000
39978,17-18-02-413,1170594bf66ac8ea28b0,"2018-02-06 12:31:20",41300.00,4457861407,"2018-02-07 22:20:21",802075614176,433.65000,78.06000,40788.29000,VISA,ICICI,0.00000,78.06000,0.00000
39980,17-18-02-414,20ba82e7c8ed187d0a3c,"2018-02-06 12:39:35",41300.00,4457878855,"2018-02-07 22:20:21",802075614176,524.51000,94.41000,40681.08000,CC,INDUSIND,0.00000,94.41000,0.00000
39983,17-18-02-415,8e94be125b01d8a4ad83,"2018-02-06 13:22:07",1180.00,4457954539,"2018-02-07 22:20:21",802075614176,14.99000,0.00000,1165.01000,CC,HDFC,0.00000,0.00000,0.00000
39985,17-18-02-416,f0e58dad95c70a99b770,"2018-02-06 13:51:10",41300.00,4458007113,"2018-02-07 22:20:21",802075614176,524.51000,94.41000,40681.08000,CC,HDFC,0.00000,94.41000,0.00000
39991,,c36f6b6ebf303e67e202,"2018-02-06 14:27:10",41300.00,4458066385,"2018-02-07 22:20:21",802075614176,524.51000,94.41000,40681.08000,CC,ICICI,0.00000,94.41000,0.00000
40001,17-18-02-418,dfb6b789a6d8d0d4de14,"2018-02-06 15:35:45",35400.00,4458179175,"2018-02-07 22:20:21",802075614176,371.70000,66.91000,34961.39000,MAST,CANA,0.00000,66.91000,0.00000
40014,17-18-02-421,3ad153b3e7d2449f688a,"2018-02-06 18:14:18",26550.00,4458453007,"2018-02-07 22:20:21",802075614176,278.78000,50.18000,26221.04000,VISA,SCB,0.00000,50.18000,0.00000
40015,17-18-02-422,845b284f1497834128bf,"2018-02-06 18:38:47",35400.00,4458497659,"2018-02-07 22:20:21",802075614176,449.58000,80.92000,34869.50000,CC,,0.00000,80.92000,0.00000
40018,17-18-02-423,107fd26f0ae73cda10af,"2018-02-06 18:54:31",41300.00,4458525297,"2018-02-07 22:20:21",802075614176,524.51000,94.41000,40681.08000,CC,CITI,0.00000,94.41000,0.00000
40019,17-18-02-424,114b4f19d9a76ebff40e,"2018-02-06 19:07:07",1180.00,4458549605,"2018-02-07 22:20:21",802075614176,14.99000,0.00000,1165.01000,CC,HDFC,0.00000,0.00000,0.00000
40021,,1ce99d3d6d5be2f360bd,"2018-02-06 20:09:18",29500.00,4458672147,"2018-02-07 22:20:21",802075614176,309.75000,55.76000,29134.49000,VISA,ICICI,0.00000,55.76000,0.00000
40023,,20d897f66e3945a47a78,"2018-02-06 20:42:36",7670.00,4458740621,"2018-02-07 22:20:21",802075614176,80.54000,14.50000,7574.96000,MAST,HDFC,0.00000,14.50000,0.00000
40025,17-18-02-425,1a31f73ec1ad68ba0416,"2018-02-06 21:42:31",35400.00,4458850413,"2018-02-07 22:20:21",802075614176,371.70000,66.91000,34961.39000,VISA,SCB,0.00000,66.91000,0.00000
