"Order id","Invoice No","Txn ID","Txn Date",Amount,"Request ID","Request Date",UTR,"Service Fee","Total tax","Net Amount","Bank Name","Issuing Bank",CGST,IGST,SGST
39401,,cba4232e5c4837361b32,"2018-01-26 22:41:02",35400.00,4440016395,"2018-02-01 01:56:34",801318523562,20.00000,3.60000,35376.40000,UPI,,0.00000,3.60000,0.00000
39488,17-18-01-297,459ba22b348889c1f505,"2018-01-29 01:34:23",41300.00,4443432597,"2018-02-01 01:56:34",801318523562,524.51000,94.41000,40681.08000,AXIB,,0.00000,94.41000,0.00000
39504,17-18-01-301,74c8b055fe31c8d7f91b,"2018-01-29 12:16:32",17700.00,4443925445,"2018-02-01 01:56:34",801318523562,224.79000,40.46000,17434.75000,AXIB,,0.00000,40.46000,0.00000
39521,17-18-01-308,a249811da65d87586cce,"2018-01-29 15:45:29",11800.00,4444290991,"2018-02-01 01:56:34",801318523562,149.86000,26.97000,11623.17000,ICIB,,0.00000,26.97000,0.00000
39523,,e26549b81c1fcf57e2c3,"2018-01-29 16:16:46",41300.00,4444343125,"2018-02-01 01:56:34",801318523562,524.51000,94.41000,40681.08000,SBIB,,0.00000,94.41000,0.00000
39540,,6b899e2b4153d38c861c,"2018-01-29 22:32:55",47200.00,4444972043,"2018-02-01 01:56:34",801318523562,599.44000,107.90000,46492.66000,HDFB,,0.00000,107.90000,0.00000
39543,17-18-01-311,8c1b6c6d162d5a5b3227,"2018-01-30 08:36:06",35400.00,4445191637,"2018-02-01 01:56:34",801318523562,449.58000,80.92000,34869.50000,CC,HDFC,0.00000,80.92000,0.00000
39548,17-18-01-312,2847ff010c32775bccb3,"2018-01-30 10:14:47",35400.00,4445330385,"2018-02-01 01:56:34",801318523562,449.58000,80.92000,34869.50000,CC,AXIS,0.00000,80.92000,0.00000
39553,17-18-01-314,d5cda4a9d0c976c037d3,"2018-01-30 11:00:45",25000.00,4445415415,"2018-02-01 01:56:34",801318523562,317.50000,57.15000,24625.35000,CC,SBI,0.00000,57.15000,0.00000
39554,17-18-01-315,d18c6348d433ee10a998,"2018-01-30 11:21:06",35400.00,4445446377,"2018-02-01 01:56:34",801318523562,449.58000,80.92000,34869.50000,CC,SBI,0.00000,80.92000,0.00000
39566,17-18-01-317,0f571bc93610e68dcccb,"2018-01-30 12:17:37",35400.00,4445551105,"2018-02-01 01:56:34",801318523562,371.70000,66.91000,34961.39000,VISA,ICICI,0.00000,66.91000,0.00000
39568,17-18-01-318,07c12b33a78d39fcd37d,"2018-01-30 12:31:07",35400.00,4445575715,"2018-02-01 01:56:34",801318523562,371.70000,66.91000,34961.39000,MAST,INGV,0.00000,66.91000,0.00000
39574,,d97636b6e1ab1f54e555,"2018-01-30 12:42:51",10000.00,4445597369,"2018-02-01 01:56:34",801318523562,127.00000,22.86000,9850.14000,CC,ICICI,0.00000,22.86000,0.00000
39576,17-18-01-319,1ccc2e9af831f5aabdd8,"2018-01-30 12:55:01",35400.00,4445621175,"2018-02-01 15:52:38",801318523562,708.00000,127.44000,34564.56000,AMEX,AMEX,0.00000,127.44000,0.00000
39580,17-18-01-320,bbc27ca3a489c381d66a,"2018-01-30 13:19:29",23600.00,4445665585,"2018-02-01 01:56:34",801318523562,247.80000,44.60000,23307.60000,RUPAY,ANDHRA,0.00000,44.60000,0.00000
39582,17-18-01-322,ceae36fa35efa937ce78,"2018-01-30 13:46:41",26550.00,4445712097,"2018-02-01 01:56:34",801318523562,337.19000,60.69000,26152.12000,CC,CITI,0.00000,60.69000,0.00000
39583,17-18-01-323,3bca88b8ea7df0ad481d,"2018-01-30 13:58:23",35400.00,4445731617,"2018-02-01 01:56:34",801318523562,371.70000,66.91000,34961.39000,VISA,BOB,0.00000,66.91000,0.00000
39585,17-18-01-325,31de26324089359c774e,"2018-01-30 14:48:01",15340.00,4445812537,"2018-02-01 01:56:34",801318523562,194.82000,35.07000,15110.11000,CC,HDFC,0.00000,35.07000,0.00000
39587,17-18-01-326,62b05f1a523f4bde5dd5,"2018-01-30 14:51:16",35400.00,4445827937,"2018-02-01 01:56:34",801318523562,449.58000,80.92000,34869.50000,CC,,0.00000,80.92000,0.00000
39588,17-18-01-327,017536c06931ebfc6262,"2018-01-30 15:07:34",41300.00,4445845499,"2018-02-01 01:56:34",801318523562,524.51000,94.41000,40681.08000,CC,,0.00000,94.41000,0.00000
39591,17-18-01-328,9bc198643d592ddf828b,"2018-01-30 15:47:35",35400.00,4445917735,"2018-02-01 15:53:40",801318523562,708.00000,127.44000,34564.56000,AMEX,,0.00000,127.44000,0.00000
39599,17-18-01-329,0edb868f94ecf9236831,"2018-01-30 16:27:18",35400.00,4445985881,"2018-02-01 01:56:34",801318523562,449.58000,80.92000,34869.50000,CC,ICICI,0.00000,80.92000,0.00000
39600,17-18-01-330,8bd4c54a6e4ea04bbae8,"2018-01-30 16:34:32",25000.00,4445999345,"2018-02-01 01:56:34",801318523562,262.50000,47.25000,24690.25000,VISA,HDFC,0.00000,47.25000,0.00000
39603,,4ce4032bf7d5839d00f3,"2018-01-30 16:44:15",10000.00,4446016317,"2018-02-01 01:56:34",801318523562,105.00000,18.90000,9876.10000,VISA,HDFC,0.00000,18.90000,0.00000
39604,17-18-01-331,4fa2c26a48a5ebbfc697,"2018-01-30 16:50:15",41300.00,4446025697,"2018-02-01 01:56:34",801318523562,524.51000,94.41000,40681.08000,CC,CITI,0.00000,94.41000,0.00000
