"Order id","Invoice No","Txn ID","Txn Date",Amount,"Request ID","Request Date",UTR,"Service Fee","Total tax","Net Amount","Bank Name","Issuing Bank",CGST,IGST,SGST
39982,,5a96f75993008ff87ecc,"2018-02-06 13:19:18",29500.00,4457949347,"2018-02-09 00:47:02",802086674771,374.65000,67.44000,29057.91000,HDFB,,0.00000,67.44000,0.00000
39984,,dc1646058b36463e995d,"2018-02-06 13:23:30",17700.00,4457956931,"2018-02-09 00:47:02",802086674771,224.79000,40.46000,17434.75000,HDFB,,0.00000,40.46000,0.00000
40007,17-18-02-419,334f6c9431147cb4058a,"2018-02-06 16:24:04",31860.00,4458264073,"2018-02-09 00:47:02",802086674771,404.62000,72.83000,31382.55000,ICIB,,0.00000,72.83000,0.00000
40010,17-18-02-420,82e2ccc141362f2e79c4,"2018-02-06 17:34:46",31860.00,4458380659,"2018-02-09 00:47:02",802086674771,404.62000,72.83000,31382.55000,HDFB,,0.00000,72.83000,0.00000
40026,17-18-02-426,d68729dbcf7b0f0d349e,"2018-02-06 22:38:25",38940.00,4458931531,"2018-02-09 00:47:02",802086674771,494.54000,89.02000,38356.44000,HDFB,,0.00000,89.02000,0.00000
40029,17-18-02-427,48e14a4540dc47f074a4,"2018-02-07 09:02:54",23600.00,4459201895,"2018-02-09 00:47:02",802086674771,299.72000,53.95000,23246.33000,CC,HDFC,0.00000,53.95000,0.00000
40035,,9517ddab9dbded82e9df,"2018-02-07 10:40:44",23600.00,4459352857,"2018-02-09 00:47:02",802086674771,299.72000,53.95000,23246.33000,CC,AXIS,0.00000,53.95000,0.00000
40042,17-18-02-429,d2cdbbc87c605d02fb98,"2018-02-07 11:50:39",35400.00,4459483555,"2018-02-09 00:47:02",802086674771,708.00000,127.44000,34564.56000,AMEX,AMEX,0.00000,127.44000,0.00000
40048,17-18-02-431,9777a87ccce3ffa04324,"2018-02-07 12:31:33",35400.00,4459562563,"2018-02-09 00:47:02",802086674771,449.58000,80.92000,34869.50000,CC,SBI,0.00000,80.92000,0.00000
40049,17-18-02-432,69eafece6546ddd1eb05,"2018-02-07 12:33:55",29500.00,4459567677,"2018-02-09 00:47:02",802086674771,590.00000,106.20000,28803.80000,AMEX,,0.00000,106.20000,0.00000
40053,,6f5b28a255acc8ba2397,"2018-02-07 12:58:21",35400.00,4459615737,"2018-02-09 00:47:02",802086674771,371.70000,66.91000,34961.39000,VISA,SBI,0.00000,66.91000,0.00000
40055,17-18-02-436,edb19299fa3cc8efdb6c,"2018-02-07 13:28:47",17700.00,4459673951,"2018-02-09 00:47:02",802086674771,354.00000,63.72000,17282.28000,AMEX,,0.00000,63.72000,0.00000
40056,17-18-02-435,f9abbae9733eb83f3346,"2018-02-07 13:28:49",35400.00,4459669171,"2018-02-09 00:47:02",802086674771,449.58000,80.92000,34869.50000,CC,CITI,0.00000,80.92000,0.00000
40059,17-18-02-437,4578918052aabab99c85,"2018-02-07 14:08:25",35400.00,4459745071,"2018-02-09 00:47:02",802086674771,449.58000,80.92000,34869.50000,CC,ICICI,0.00000,80.92000,0.00000
40060,17-18-02-438,2cc30b028a98339c411f,"2018-02-07 14:22:26",35400.00,4459771001,"2018-02-09 00:47:02",802086674771,371.70000,66.91000,34961.39000,MAST,AXIS,0.00000,66.91000,0.00000
40061,17-18-02-439,bc92ac3b35c5d002d59c,"2018-02-07 14:29:13",26550.00,4459780393,"2018-02-09 00:47:02",802086674771,337.19000,60.69000,26152.12000,CC,AXIS,0.00000,60.69000,0.00000
40064,,102b7d5dc8e694aace41,"2018-02-07 15:29:31",17700.00,4459879271,"2018-02-09 00:47:02",802086674771,224.79000,40.46000,17434.75000,CC,CITI,0.00000,40.46000,0.00000
40065,17-18-02-440,c06924559a3c091dd9f1,"2018-02-07 15:51:10",11800.00,4459920829,"2018-02-09 00:47:02",802086674771,123.90000,22.30000,11653.80000,VISA,HDFC,0.00000,22.30000,0.00000
40066,17-18-02-441,66ce9ca7daf6b36ad999,"2018-02-07 15:58:10",35400.00,4459926987,"2018-02-09 00:47:02",802086674771,449.58000,80.92000,34869.50000,CC,CITI,0.00000,80.92000,0.00000
